Acquisition Time	Negative Width	Fall Time	Rise Time	Peak-to-Peak
2460952.656342592556	1.74E-8	6.1E-9	2.56E-8	4.880000055E-1
2460952.656377314590	1.7E-8	8.0E-9	2.45E-8	4.23999995E-1
2460952.656435185112	1.94E-8	8.6E-9	2.54E-8	9.280000329E-1
2460952.656469907612	1.39E-8	5.0E-9	1.78E-8	4.160000086E-1
2460952.656504629645	1.92E-8	4.7E-9	2.06E-8	4.560000002E-1
2460952.656562500168	1.72E-8	7.7E-9	2.16E-8	4.160000086E-1
2460952.656597222202	1.75E-8	6.1E-9	1.81E-8	5.040000081E-1
2460952.656631944235	1.77E-8	6.1E-9	2.34E-8	9.920000434E-1
2460952.656666666735	1.62E-8	4.8E-9	2.53E-8	4.560000002E-1
2460952.656701388769	1.99E-8	5.5E-9	2.49E-8	5.120000243E-1
2460952.656747685280	1.77E-8	9.6E-9	2.05E-8	6.240000725E-1
2460952.656782407314	1.86E-8	8.5E-9	2.28E-8	1.0240000486E0
2460952.656828703824	1.82E-8	6.2E-9	1.88E-8	4.079999924E-1
2460952.656851851847	1.9E-8	8.4E-9	2.13E-8	4.00000006E-1
2460952.656886573881	1.52E-8	1.01E-8	2.36E-8	5.520000458E-1
2460952.656932870392	1.64E-8	4.6E-9	2.2E-8	7.920000553E-1
2460952.656967592426	1.94E-8	8.9E-9	1.99E-8	4.640000165E-1
2460952.656990740914	1.84E-8	6.4E-9	1.62E-8	4.320000112E-1
2460952.657037036959	1.8E-8	4.8E-9	2.14E-8	4.960000217E-1
2460952.657083333470	1.61E-8	7.2E-9	2.74E-8	4.23999995E-1
2460952.657118055504	1.44E-8	9.2E-9	2.38E-8	4.160000086E-1
2460952.657152778003	1.66E-8	7.0E-9	2.45E-8	5.120000243E-1
2460952.657175926026	1.69E-8	7.5E-9	2.17E-8	4.00000006E-1
2460952.657210648060	1.7E-8	8.2E-9	2.46E-8	8.64000082E-1
2460952.657245370559	2.03E-8	7.5E-9	2.13E-8	5.680000186E-1
2460952.657314814627	1.78E-8	7.5E-9	2.35E-8	4.720000029E-1
2460952.657384259161	1.86E-8	5.5E-9	2.0E-8	4.560000002E-1
2460952.657511574216	1.72E-8	7.1E-9	2.12E-8	5.520000458E-1
2460952.657546296250	1.8E-8	4.8E-9	2.68E-8	4.160000086E-1
2460952.657592592761	1.32E-8	6.4E-9	2.36E-8	4.160000086E-1
2460952.657627314795	1.75E-8	8.6E-9	2.26E-8	8.560000658E-1
2460952.657662036829	1.68E-8	7.4E-9	2.23E-8	5.200000405E-1
2460952.657696759328	1.5E-8	8.1E-9	2.05E-8	5.200000405E-1
2460952.657731481362	1.67E-8	6.0E-9	2.35E-8	4.160000086E-1
2460952.657754629850	1.82E-8	8.3E-9	2.15E-8	4.960000217E-1
2460952.657800925896	1.87E-8	5.1E-9	2.13E-8	6.560000181E-1
2460952.657835647929	1.84E-8	5.1E-9	1.91E-8	4.399999976E-1
2460952.657916666474	1.68E-8	7.0E-9	2.07E-8	6.160000563E-1
2460952.657939814962	1.74E-8	5.4E-9	2.2E-8	4.960000217E-1
2460952.657986111008	1.73E-8	7.6E-9	2.01E-8	4.480000138E-1
2460952.658009259030	1.67E-8	8.4E-9	2.11E-8	6.320000291E-1
2460952.658043981530	1.6E-8	9.3E-9	2.04E-8	4.399999976E-1
2460952.658090277575	1.48E-8	7.5E-9	2.48E-8	4.160000086E-1
2460952.658125000075	1.9E-8	8.9E-9	2.36E-8	5.280000567E-1
2460952.658194444608	1.76E-8	7.4E-9	1.82E-8	4.880000055E-1
2460952.658229166642	1.65E-8	9.5E-9	2.21E-8	4.560000002E-1
2460952.658263888676	1.93E-8	9.7E-9	2.16E-8	4.560000002E-1
2460952.658298611175	1.82E-8	9.1E-9	2.07E-8	4.880000353E-1
2460952.658344907220	1.82E-8	9.4E-9	2.29E-8	5.280000567E-1
2460952.658368055709	1.93E-8	7.4E-9	2.27E-8	5.120000243E-1
2460952.658402777743	1.94E-8	8.6E-9	2.4E-8	1.0240000486E0
2460952.658437499776	1.8E-8	9.2E-9	2.23E-8	4.399999976E-1
2460952.658472222276	1.84E-8	7.9E-9	2.34E-8	4.5600003E-1
2460952.658506944310	1.83E-8	8.3E-9	1.99E-8	5.84000051E-1
2460952.658541666809	1.59E-8	8.4E-9	1.92E-8	4.23999995E-1
2460952.658576388843	1.57E-8	6.1E-9	2.0E-8	4.079999924E-1
2460952.658611111343	2.04E-8	7.4E-9	2.08E-8	5.360000134E-1
2460952.658634259365	2.16E-8	4.0E-9	1.77E-8	1.0E0
2460952.658680555411	1.93E-8	7.0E-9	2.65E-8	6.400000453E-1
2460952.658749999944	1.58E-8	8.0E-9	2.29E-8	9.600000381E-1
2460952.658784722444	1.48E-8	5.8E-9	2.4E-8	4.640000165E-1
2460952.658819444478	2.0E-8	6.1E-9	2.17E-8	4.23999995E-1
2460952.658854166511	1.75E-8	9.9E-9	2.0E-8	5.200000405E-1
2460952.658888889011	1.65E-8	5.2E-9	2.25E-8	4.160000086E-1
2460952.658923611045	1.88E-8	6.4E-9	2.19E-8	5.920000672E-1
2460952.658958333544	1.96E-8	8.2E-9	2.16E-8	4.399999976E-1
2460952.659016203601	1.44E-8	8.2E-9	1.98E-8	4.480000138E-1
2460952.659050926100	2.03E-8	8.1E-9	2.52E-8	5.280000567E-1
2460952.659085648134	1.71E-8	8.0E-9	2.16E-8	5.60000062E-1
2460952.659131944645	1.7E-8	7.2E-9	2.02E-8	4.960000217E-1
2460952.659166666679	1.36E-8	9.7E-9	2.06E-8	4.00000006E-1
2460952.659201388713	1.96E-8	6.8E-9	2.15E-8	4.800000191E-1
2460952.659224537201	1.69E-8	6.1E-9	1.82E-8	4.23999995E-1
2460952.659259259235	1.61E-8	9.4E-9	2.06E-8	4.320000112E-1
2460952.659293981269	1.62E-8	5.5E-9	2.15E-8	5.040000081E-1
2460952.659328703769	1.81E-8	8.8E-9	2.2E-8	5.120000243E-1
2460952.659363425802	1.86E-8	8.0E-9	2.31E-8	5.520000458E-1
2460952.659398148302	1.66E-8	9.4E-9	2.29E-8	7.600000501E-1
2460952.659444444347	1.91E-8	1.0E-8	2.3E-8	4.399999976E-1
2460952.659467592370	1.79E-8	7.7E-9	2.22E-8	6.320000291E-1
2460952.659502314869	1.42E-8	6.1E-9	2.68E-8	4.640000165E-1
2460952.659560185391	1.81E-8	6.0E-9	2.2E-8	6.800000668E-1
2460952.659594907425	1.78E-8	7.9E-9	2.16E-8	6.000000238E-1
2460952.659687499981	1.37E-8	8.0E-9	2.08E-8	4.079999924E-1
2460952.659722222015	1.64E-8	7.2E-9	2.13E-8	5.920000672E-1
2460952.659791666549	1.74E-8	8.4E-9	2.03E-8	4.160000086E-1
2460952.659826389048	1.68E-8	8.6E-9	1.98E-8	4.560000002E-1
2460952.659861111082	1.7E-8	8.8E-9	2.32E-8	6.960000396E-1
2460952.659895833116	1.87E-8	6.0E-9	2.04E-8	5.360000134E-1
2460952.659930555616	1.62E-8	5.7E-9	2.06E-8	6.000000238E-1
2460952.660011574160	1.9E-8	8.4E-9	2.38E-8	5.440000296E-1
2460952.660046296194	1.56E-8	5.0E-9	2.52E-8	4.399999976E-1
2460952.660115740728	1.47E-8	7.2E-9	2.21E-8	4.800000191E-1
2460952.660173611250	1.64E-8	6.6E-9	2.42E-8	4.640000165E-1
2460952.660208333284	1.52E-8	6.7E-9	2.13E-8	7.040000558E-1
2460952.660324073862	1.89E-8	7.8E-9	2.45E-8	7.440000772E-1
2460952.660358796362	1.85E-8	6.5E-9	2.19E-8	7.040000558E-1
2460952.660393518396	1.46E-8	7.6E-9	2.18E-8	5.920000672E-1
2460952.660428240895	1.78E-8	6.4E-9	2.13E-8	4.23999995E-1
2460952.660462962929	1.49E-8	1.09E-8	1.96E-8	4.00000006E-1
2460952.660497684963	1.57E-8	6.2E-9	2.25E-8	4.399999976E-1
2460952.660532407463	1.72E-8	5.6E-9	2.32E-8	4.00000006E-1
2460952.660578703508	1.83E-8	5.6E-9	2.05E-8	7.680000663E-1
2460952.660613426007	1.86E-8	6.8E-9	2.32E-8	1.0960000753E0
2460952.660648148041	1.99E-8	6.2E-9	2.42E-8	4.00000006E-1
2460952.660682870541	1.46E-8	8.1E-9	2.12E-8	4.480000138E-1
2460952.660717592575	1.58E-8	6.2E-9	2.15E-8	4.399999976E-1
2460952.660740740597	1.84E-8	7.4E-9	2.18E-8	9.440000653E-1
2460952.660775463097	1.56E-8	4.4E-9	1.94E-8	4.320000112E-1
2460952.660810185131	1.63E-8	8.8E-9	1.97E-8	4.800000191E-1
2460952.660844907630	1.52E-8	9.9E-9	2.23E-8	4.160000086E-1
2460952.660879629664	1.86E-8	6.5E-9	2.1E-8	5.360000134E-1
2460952.660914351698	1.27E-8	1.15E-8	2.12E-8	4.00000006E-1
2460952.660949074198	2.22E-8	5.2E-9	1.39E-8	8.64000082E-1
2460952.660995370243	2.09E-8	3.8E-9	1.44E-8	1.0480000973E0
2460952.661053240765	1.97E-8	7.1E-9	1.99E-8	5.680000186E-1
2460952.661087962799	1.87E-8	7.5E-9	2.45E-8	1.128000021E0
2460952.661122685298	1.56E-8	5.8E-9	2.16E-8	5.360000134E-1
2460952.661168981344	1.59E-8	6.4E-9	2.13E-8	6.320000291E-1
2460952.661192129832	1.81E-8	8.0E-9	1.8E-8	4.560000002E-1
2460952.661226851866	1.54E-8	8.5E-9	2.53E-8	4.640000165E-1
2460952.661261573900	1.95E-8	9.1E-9	2.25E-8	4.079999924E-1
2460952.661296296399	1.59E-8	9.1E-9	2.16E-8	4.320000112E-1
2460952.661342592444	1.95E-8	5.8E-9	1.95E-8	1.1520000696E0
2460952.661377314944	1.92E-8	7.8E-9	2.1E-8	4.240000248E-1
2460952.661400462966	1.6E-8	7.4E-9	2.48E-8	5.040000081E-1
2460952.661446759477	1.62E-8	7.4E-9	1.94E-8	5.040000081E-1
2460952.661493055522	1.6E-8	8.6E-9	2.11E-8	5.360000134E-1
2460952.661527777556	1.48E-8	6.3E-9	2.47E-8	6.800000668E-1
2460952.661562500056	1.52E-8	7.4E-9	2.13E-8	4.00000006E-1
2460952.661643518601	1.65E-8	8.3E-9	2.31E-8	4.480000138E-1
2460952.661678240635	1.83E-8	5.3E-9	1.85E-8	1.1840000153E0
2460952.661701388657	1.59E-8	1.1E-8	2.04E-8	4.079999924E-1
2460952.661747685168	1.98E-8	5.5E-9	2.11E-8	4.880000055E-1
2460952.661782407202	1.92E-8	5.2E-9	1.65E-8	6.560000181E-1
2460952.661817129701	1.59E-8	8.4E-9	2.53E-8	6.240000725E-1
2460952.661851851735	1.3E-8	8.3E-9	2.35E-8	4.560000002E-1
2460952.661886574235	1.72E-8	6.2E-9	2.14E-8	4.880000055E-1
2460952.661979166791	1.37E-8	6.4E-9	1.88E-8	4.23999995E-1
2460952.662083333358	1.56E-8	8.7E-9	2.24E-8	4.480000138E-1
2460952.662256944459	1.89E-8	7.0E-9	2.33E-8	4.23999995E-1
2460952.662291666493	1.92E-8	5.0E-9	1.78E-8	6.960000396E-1
2460952.662314814981	1.67E-8	9.8E-9	2.1E-8	4.640000165E-1
2460952.662361111026	1.52E-8	7.6E-9	2.23E-8	4.960000217E-1
2460952.662407407537	1.61E-8	6.1E-9	2.43E-8	5.360000134E-1
2460952.662442129571	1.83E-8	8.0E-9	2.23E-8	5.280000567E-1
2460952.662476852071	1.5E-8	8.7E-9	2.32E-8	4.560000002E-1
2460952.662511574104	1.92E-8	4.9E-9	1.82E-8	4.079999924E-1
2460952.662546296138	1.6E-8	6.8E-9	2.39E-8	4.160000086E-1
2460952.662569444627	1.52E-8	8.4E-9	2.13E-8	5.600000024E-1
2460952.662650463171	1.59E-8	1.04E-8	2.08E-8	4.320000112E-1
2460952.662685185205	1.72E-8	7.4E-9	2.12E-8	5.280000567E-1
2460952.662719907239	1.49E-8	4.6E-9	2.57E-8	4.000000358E-1
2460952.662754629739	1.69E-8	6.8E-9	2.13E-8	5.360000134E-1
2460952.662789351773	1.81E-8	6.3E-9	2.39E-8	1.5120000839E0
2460952.662824074272	1.51E-8	1.03E-8	1.86E-8	4.240000248E-1
2460952.662870370317	1.66E-8	8.8E-9	2.03E-8	4.320000112E-1
2460952.662916666828	1.75E-8	6.3E-9	2.1E-8	4.079999924E-1
2460952.663020833395	1.64E-8	9.0E-9	2.16E-8	4.800000191E-1
2460952.663055555429	1.72E-8	8.0E-9	2.02E-8	7.520000339E-1
2460952.663090277929	1.7E-8	7.6E-9	2.05E-8	4.480000138E-1
2460952.663124999963	1.55E-8	7.3E-9	2.49E-8	6.080000401E-1
2460952.663159721997	1.63E-8	8.2E-9	2.51E-8	5.440000296E-1
2460952.663194444496	1.7E-8	7.9E-9	2.41E-8	6.000000238E-1
2460952.663229166530	1.92E-8	6.4E-9	2.05E-8	4.079999924E-1
2460952.663263889030	1.84E-8	5.9E-9	2.16E-8	5.280000567E-1
2460952.663321759086	2.17E-8	3.9E-9	1.47E-8	7.680000663E-1
2460952.663344907574	1.43E-8	8.0E-9	2.37E-8	5.280000567E-1
2460952.663379629608	1.78E-8	8.3E-9	2.45E-8	4.720000029E-1
2460952.663414351642	1.62E-8	1.18E-8	1.98E-8	6.400000453E-1
2460952.663449074142	1.58E-8	8.4E-9	2.32E-8	4.079999924E-1
2460952.663483796176	1.81E-8	7.8E-9	2.15E-8	5.280000567E-1
2460952.663530092686	1.81E-8	7.8E-9	2.09E-8	4.399999976E-1
2460952.663599537220	1.42E-8	6.0E-9	2.86E-8	5.120000243E-1
2460952.663634259254	1.96E-8	6.1E-9	1.9E-8	1.0880000591E0
2460952.663703703787	1.76E-8	6.9E-9	2.19E-8	4.960000217E-1
2460952.663738425821	1.92E-8	6.4E-9	2.17E-8	6.080000401E-1
2460952.663761573844	1.82E-8	5.6E-9	2.05E-8	6.480000615E-1
2460952.663796296343	1.64E-8	7.3E-9	2.01E-8	4.640000165E-1
2460952.663842592388	1.48E-8	1.17E-8	1.93E-8	4.320000112E-1
2460952.663877314888	1.57E-8	9.5E-9	2.16E-8	4.399999976E-1
2460952.663946759421	1.64E-8	4.9E-9	2.1E-8	4.00000006E-1
2460952.663981481455	1.74E-8	1.08E-8	2.2E-8	5.760000348E-1
2460952.664016203489	1.57E-8	1.1E-8	1.94E-8	5.200000405E-1
2460952.664062500000	1.27E-8	9.6E-9	2.18E-8	4.640000165E-1
2460952.664097222034	1.65E-8	8.1E-9	1.74E-8	4.23999995E-1
2460952.664143518545	1.63E-8	6.0E-9	2.42E-8	7.12000072E-1
2460952.664224537089	1.64E-8	7.6E-9	2.19E-8	5.120000243E-1
2460952.664247685112	1.83E-8	8.8E-9	2.29E-8	4.160000086E-1
2460952.664328703657	1.91E-8	6.3E-9	2.16E-8	4.400000274E-1
2460952.664363426156	2.08E-8	8.9E-9	2.2E-8	1.0400000811E0
2460952.664479166735	1.56E-8	4.9E-9	1.81E-8	4.080000222E-1
2460952.664548611268	1.7E-8	7.3E-9	2.18E-8	6.480000615E-1
2460952.664583333302	1.76E-8	6.7E-9	2.35E-8	8.080000281E-1
2460952.664618055336	1.68E-8	6.8E-9	2.26E-8	6.080000401E-1
2460952.664652777836	1.61E-8	6.0E-9	2.25E-8	5.760000348E-1
2460952.664687499870	1.46E-8	7.8E-9	1.96E-8	6.000000238E-1
2460952.664722222369	1.91E-8	7.0E-9	2.23E-8	4.880000055E-1
2460952.664756944403	1.44E-8	8.7E-9	2.07E-8	5.120000243E-1
2460952.664791666437	1.95E-8	9.9E-9	2.14E-8	5.200000405E-1
2460952.664826388936	1.68E-8	7.1E-9	2.18E-8	5.040000081E-1
2460952.664861110970	1.38E-8	6.6E-9	1.92E-8	4.160000086E-1
2460952.664930555504	1.64E-8	8.5E-9	1.87E-8	5.280000567E-1
2460952.664965278003	2.2E-8	4.5E-9	1.86E-8	8.960000873E-1
2460952.665000000037	1.85E-8	7.6E-9	2.71E-8	6.320000291E-1
2460952.665034722071	1.84E-8	6.0E-9	2.43E-8	8.400000334E-1
2460952.665115740616	1.84E-8	1.04E-8	1.79E-8	4.079999924E-1
2460952.665150463115	1.52E-8	8.8E-9	2.28E-8	4.160000086E-1
2460952.665185185149	1.9E-8	1.26E-8	1.93E-8	4.720000029E-1
2460952.665219907183	1.78E-8	9.5E-9	1.96E-8	4.960000217E-1
2460952.665254629683	1.74E-8	8.2E-9	2.03E-8	4.160000086E-1
2460952.665289351717	1.3E-8	6.0E-9	2.21E-8	4.399999976E-1
2460952.665324074216	1.85E-8	9.3E-9	2.1E-8	7.520000339E-1
2460952.665358796250	1.74E-8	8.3E-9	2.2E-8	4.480000138E-1
2460952.665393518284	1.72E-8	7.6E-9	2.34E-8	4.399999976E-1
2460952.665428240784	1.61E-8	6.5E-9	2.3E-8	8.240000606E-1
2460952.665462962817	1.33E-8	8.9E-9	1.93E-8	5.520000458E-1
2460952.665578703862	1.52E-8	6.2E-9	2.22E-8	4.480000138E-1
2460952.665613425896	1.86E-8	8.9E-9	2.0E-8	4.00000006E-1
2460952.665648147929	1.51E-8	8.5E-9	1.96E-8	4.00000006E-1
2460952.665694444440	1.92E-8	6.2E-9	2.52E-8	6.160000563E-1
2460952.665775462985	1.59E-8	9.8E-9	2.18E-8	5.680000186E-1
2460952.665810185019	1.76E-8	6.5E-9	2.3E-8	4.00000006E-1
2460952.665833333507	1.96E-8	6.3E-9	2.26E-8	7.040000558E-1
2460952.665868055541	1.7E-8	1.1E-8	2.15E-8	4.00000006E-1
2460952.665902777575	1.7E-8	6.0E-9	2.26E-8	4.00000006E-1
2460952.665937500075	1.75E-8	6.0E-9	1.82E-8	4.320000112E-1
2460952.665972222108	1.33E-8	7.7E-9	2.33E-8	4.399999976E-1
2460952.666006944608	1.58E-8	7.2E-9	2.04E-8	7.680000663E-1
2460952.666041666642	1.82E-8	9.7E-9	1.86E-8	6.000000238E-1
2460952.666076388676	1.58E-8	6.3E-9	2.57E-8	4.160000086E-1
2460952.666145833209	1.74E-8	7.8E-9	2.18E-8	4.800000191E-1
2460952.666192129720	1.47E-8	7.6E-9	2.46E-8	4.720000029E-1
2460952.666261574253	1.78E-8	8.7E-9	2.38E-8	4.720000029E-1
2460952.666296296287	1.9E-8	9.9E-9	2.13E-8	4.079999924E-1
2460952.666342592798	1.76E-8	7.3E-9	2.7E-8	4.480000138E-1
2460952.666377314832	1.94E-8	1.13E-8	2.09E-8	5.120000243E-1
2460952.666412036866	1.59E-8	8.2E-9	2.2E-8	4.320000112E-1
2460952.666446759365	1.97E-8	8.4E-9	2.46E-8	5.440000296E-1
2460952.666481481399	1.75E-8	6.5E-9	2.32E-8	6.080000401E-1
2460952.666516203899	1.79E-8	6.4E-9	2.38E-8	4.00000006E-1
2460952.666539351922	1.94E-8	9.2E-9	2.42E-8	7.600000501E-1
2460952.666574073955	1.94E-8	6.6E-9	2.1E-8	4.160000086E-1
2460952.666608796455	1.81E-8	6.2E-9	2.06E-8	5.200000405E-1
2460952.666643518489	2.11E-8	7.9E-9	1.92E-8	4.320000112E-1
2460952.666678240523	1.7E-8	9.1E-9	2.18E-8	5.920000672E-1
2460952.666701389011	1.77E-8	6.8E-9	2.41E-8	4.079999924E-1
2460952.666747685056	1.86E-8	9.5E-9	2.15E-8	9.520000815E-1
2460952.666782407556	1.85E-8	6.8E-9	1.83E-8	5.920000672E-1
2460952.666817129590	1.64E-8	6.6E-9	1.95E-8	4.160000086E-1
2460952.666840277612	1.34E-8	6.7E-9	2.51E-8	4.320000112E-1
2460952.666875000112	1.94E-8	7.6E-9	1.89E-8	4.480000138E-1
2460952.666909722146	2.82E-8	3.8E-9	1.29E-8	1.0960000753E0
2460952.666944444645	1.43E-8	1.02E-8	2.08E-8	4.320000112E-1
2460952.666979166679	1.92E-8	6.5E-9	2.53E-8	6.800000668E-1
2460952.667025463190	1.79E-8	1.04E-8	2.11E-8	5.760000348E-1
2460952.667060185224	1.66E-8	9.1E-9	2.19E-8	4.560000002E-1
2460952.667106481269	1.54E-8	5.2E-9	2.52E-8	4.880000055E-1
2460952.667141203769	1.71E-8	4.5E-9	1.89E-8	5.360000134E-1
2460952.667199074291	1.76E-8	4.7E-9	2.48E-8	5.120000243E-1
2460952.667268518358	1.78E-8	7.8E-9	2.22E-8	5.040000081E-1
2460952.667303240858	1.84E-8	9.4E-9	2.3E-8	4.800000191E-1
2460952.667326388881	1.97E-8	9.5E-9	2.46E-8	4.560000002E-1
2460952.667407407425	1.72E-8	6.5E-9	2.27E-8	4.23999995E-1
2460952.667442129459	1.77E-8	6.8E-9	2.15E-8	7.920000553E-1
2460952.667488425970	1.56E-8	9.0E-9	2.09E-8	4.320000112E-1
2460952.667511573993	1.97E-8	5.4E-9	2.15E-8	4.23999995E-1
2460952.667557870504	1.86E-8	5.2E-9	2.2E-8	4.640000165E-1
2460952.667592592537	1.7E-8	7.2E-9	2.12E-8	4.160000086E-1
2460952.667638889048	1.5E-8	8.1E-9	2.45E-8	4.640000165E-1
2460952.667673611082	1.38E-8	4.2E-9	2.4E-8	4.00000006E-1
2460952.667708333116	1.36E-8	8.5E-9	2.13E-8	4.720000029E-1
2460952.667754629627	1.79E-8	8.9E-9	2.22E-8	5.280000567E-1
2460952.667789351661	1.84E-8	6.8E-9	2.5E-8	4.399999976E-1
2460952.667824074160	1.8E-8	9.0E-9	2.48E-8	5.440000296E-1
2460952.667870370205	1.67E-8	7.1E-9	2.44E-8	4.560000002E-1
2460952.667893518694	1.8E-8	7.6E-9	2.08E-8	4.480000138E-1
2460952.667928240728	1.84E-8	9.2E-9	2.15E-8	5.200000405E-1
2460952.667974537238	1.62E-8	8.0E-9	2.05E-8	4.399999976E-1
2460952.668009259272	1.89E-8	6.6E-9	2.0E-8	1.3120000362E0
2460952.668055555783	1.62E-8	9.5E-9	2.14E-8	4.240000248E-1
2460952.668090277817	1.58E-8	7.4E-9	2.11E-8	8.400000334E-1
2460952.668124999851	1.94E-8	6.9E-9	2.08E-8	7.520000339E-1
2460952.668217592407	1.6E-8	5.0E-9	2.16E-8	4.00000006E-1
2460952.668252314907	1.51E-8	7.8E-9	2.42E-8	4.23999995E-1
2460952.668298610952	1.76E-8	8.4E-9	2.32E-8	4.23999995E-1
2460952.668333333451	1.85E-8	9.4E-9	1.96E-8	7.680000663E-1
2460952.668379629496	1.99E-8	6.7E-9	2.46E-8	9.760000706E-1
2460952.668402777985	1.38E-8	8.4E-9	2.26E-8	4.320000112E-1
2460952.668472222053	1.88E-8	6.3E-9	2.3E-8	4.720000029E-1
2460952.668518518563	1.81E-8	9.1E-9	2.12E-8	4.079999924E-1
2460952.668587963097	1.37E-8	9.3E-9	2.32E-8	5.440000296E-1
2460952.668622685131	1.72E-8	5.8E-9	1.91E-8	1.560000062E0
2460952.668668981642	1.7E-8	5.4E-9	2.81E-8	4.720000029E-1
2460952.668703703675	1.8E-8	7.6E-9	2.38E-8	1.0480000973E0
2460952.668738425709	1.58E-8	7.2E-9	2.33E-8	4.399999976E-1
2460952.668773148209	1.74E-8	8.9E-9	2.34E-8	6.880000234E-1
2460952.668807870243	1.77E-8	7.9E-9	1.96E-8	1.2080000639E0
2460952.668865740765	1.87E-8	6.8E-9	2.08E-8	6.560000181E-1
2460952.668969907332	1.68E-8	4.8E-9	1.95E-8	4.160000086E-1
2460952.669016203843	1.88E-8	7.0E-9	2.25E-8	4.320000112E-1
2460952.669039351866	1.84E-8	7.4E-9	2.26E-8	7.200000286E-1
2460952.669074073900	1.83E-8	7.5E-9	2.4E-8	5.60000062E-1
2460952.669108796399	1.93E-8	7.5E-9	2.38E-8	6.480000615E-1
2460952.669143518433	1.88E-8	6.4E-9	2.03E-8	5.680000186E-1
2460952.669236110989	1.63E-8	7.2E-9	2.18E-8	4.480000138E-1
2460952.669282407500	1.66E-8	5.8E-9	2.22E-8	4.240000248E-1
2460952.669317129534	1.73E-8	6.4E-9	2.1E-8	4.480000138E-1
2460952.669351852033	2.02E-8	7.3E-9	1.91E-8	4.800000191E-1
2460952.669386574067	1.87E-8	5.8E-9	2.35E-8	4.079999924E-1
2460952.669432870578	1.8E-8	6.4E-9	2.09E-8	4.480000138E-1
2460952.669467592612	1.6E-8	8.3E-9	2.25E-8	6.240000725E-1
2460952.669502314646	1.54E-8	7.0E-9	2.21E-8	5.520000458E-1
2460952.669571759179	1.37E-8	8.6E-9	2.32E-8	5.040000081E-1
2460952.669594907202	1.28E-8	8.9E-9	2.13E-8	4.079999924E-1
2460952.669629629701	1.95E-8	7.1E-9	2.24E-8	4.960000217E-1
2460952.669664351735	1.63E-8	8.3E-9	2.17E-8	4.320000112E-1
2460952.669733796269	1.75E-8	7.9E-9	2.3E-8	7.840000391E-1
2460952.669768518303	1.69E-8	8.3E-9	2.22E-8	4.23999995E-1
2460952.669803240802	1.56E-8	6.5E-9	2.2E-8	4.960000217E-1
2460952.669826388825	1.62E-8	8.8E-9	2.28E-8	4.23999995E-1
2460952.669895833358	1.7E-8	5.3E-9	2.14E-8	4.720000029E-1
2460952.669930555392	1.81E-8	5.5E-9	2.46E-8	9.040000439E-1
2460952.669976851903	1.88E-8	8.1E-9	2.3E-8	6.400000453E-1
2460952.670011573937	1.78E-8	1.03E-8	1.92E-8	4.23999995E-1
2460952.670069444459	1.96E-8	7.8E-9	2.14E-8	7.920000553E-1
2460952.670138888992	1.74E-8	5.9E-9	2.18E-8	4.079999924E-1
2460952.670173611026	1.67E-8	4.5E-9	2.55E-8	4.079999924E-1
2460952.670208333526	1.5E-8	6.8E-9	2.63E-8	4.640000165E-1
2460952.670243055560	1.39E-8	8.7E-9	2.04E-8	4.00000006E-1
2460952.670289352071	1.76E-8	7.6E-9	1.93E-8	5.440000296E-1
2460952.670324074104	1.68E-8	8.4E-9	2.35E-8	5.280000567E-1
2460952.670358796138	1.98E-8	6.6E-9	2.08E-8	1.1920000315E0
2460952.670393518638	2.07E-8	5.9E-9	2.04E-8	4.00000006E-1
2460952.670428240672	1.84E-8	7.6E-9	2.44E-8	4.720000029E-1
2460952.670462963171	1.79E-8	6.4E-9	1.9E-8	5.200000405E-1
2460952.670532407239	1.95E-8	7.0E-9	2.21E-8	5.360000134E-1
2460952.670567129739	1.65E-8	8.3E-9	2.03E-8	5.84000051E-1
2460952.670601851773	1.72E-8	6.6E-9	1.98E-8	4.560000002E-1
2460952.670636574272	1.73E-8	8.8E-9	2.2E-8	9.680000544E-1
2460952.670682870317	1.78E-8	5.9E-9	2.46E-8	4.160000086E-1
2460952.670729166828	1.98E-8	8.2E-9	2.1E-8	4.23999995E-1
2460952.670763888862	1.96E-8	1.0E-8	2.44E-8	5.040000081E-1
2460952.670810185373	1.76E-8	9.1E-9	1.9E-8	4.800000191E-1
2460952.670833333395	1.31E-8	9.6E-9	2.34E-8	4.399999976E-1
2460952.670868055429	1.69E-8	6.6E-9	2.2E-8	4.320000112E-1
2460952.670902777929	1.55E-8	8.0E-9	2.54E-8	4.079999924E-1
2460952.670937499963	1.68E-8	8.5E-9	2.05E-8	7.12000072E-1
2460952.670983796474	1.76E-8	7.8E-9	1.9E-8	4.880000055E-1
2460952.671018518507	1.62E-8	5.0E-9	2.32E-8	4.640000165E-1
2460952.671041666530	1.58E-8	7.2E-9	2.63E-8	4.320000112E-1
2460952.671076389030	1.6E-8	9.0E-9	2.22E-8	4.320000112E-1
2460952.671111111064	1.66E-8	8.0E-9	1.95E-8	1.2880001068E0
2460952.671145833563	1.74E-8	7.8E-9	2.1E-8	5.120000243E-1
2460952.671180555597	1.5E-8	5.5E-9	2.11E-8	4.960000217E-1
2460952.671215277631	1.93E-8	5.5E-9	2.06E-8	4.880000055E-1
2460952.671250000130	2.07E-8	6.9E-9	2.07E-8	9.440000653E-1
2460952.671284722164	1.67E-8	8.2E-9	2.28E-8	5.360000134E-1
