Acquisition Time	Negative Width	Fall Time	Rise Time	Peak-to-Peak
2460951.688217592426	1.58E-8	1.12E-8	2.03E-8	5.120000243E-1
2460951.688298610970	1.77E-8	6.5E-9	2.18E-8	6.720000505E-1
2460951.688333333470	1.7E-8	7.2E-9	2.2E-8	4.00000006E-1
2460951.688368055504	1.61E-8	7.5E-9	2.26E-8	4.960000217E-1
2460951.688437500037	1.57E-8	8.0E-9	2.5E-8	4.23999995E-1
2460951.688472222071	1.64E-8	7.4E-9	2.38E-8	6.240000725E-1
2460951.688506944571	1.78E-8	9.8E-9	2.22E-8	4.320000112E-1
2460951.688541666605	1.85E-8	9.8E-9	2.1E-8	4.23999995E-1
2460951.688576389104	1.62E-8	9.1E-9	2.12E-8	5.040000081E-1
2460951.688611111138	1.97E-8	5.7E-9	1.94E-8	6.639999747E-1
2460951.688634259161	1.83E-8	7.4E-9	2.44E-8	4.079999924E-1
2460951.688668981660	1.54E-8	1.12E-8	1.98E-8	4.160000086E-1
2460951.688703703694	1.74E-8	7.7E-9	2.08E-8	6.720000505E-1
2460951.688773148227	1.8E-8	7.6E-9	2.06E-8	4.00000006E-1
2460951.688807870261	1.74E-8	6.6E-9	1.97E-8	6.639999747E-1
2460951.688842592761	1.81E-8	6.0E-9	2.06E-8	6.720000505E-1
2460951.688877314795	1.85E-8	6.2E-9	2.03E-8	7.040000558E-1
2460951.688958333340	1.87E-8	9.0E-9	2.14E-8	1.0960000753E0
2460951.688993055373	1.76E-8	1.23E-8	2.03E-8	4.480000138E-1
2460951.689016203862	1.9E-8	7.7E-9	2.24E-8	1.128000021E0
2460951.689062499907	1.9E-8	8.2E-9	1.94E-8	4.399999976E-1
2460951.689097222406	2.1E-8	8.0E-9	1.88E-8	1.3920000792E0
2460951.689131944440	1.58E-8	7.4E-9	2.44E-8	4.720000029E-1
2460951.689178240951	1.71E-8	1.01E-8	2.15E-8	6.640000343E-1
2460951.689247685019	2.08E-8	6.3E-9	1.98E-8	4.079999924E-1
2460951.689282407518	1.85E-8	6.6E-9	2.36E-8	6.320000291E-1
2460951.689317129552	1.9E-8	6.4E-9	2.13E-8	6.800000668E-1
2460951.689351852052	1.68E-8	9.0E-9	2.04E-8	8.400000334E-1
2460951.689386574086	1.7E-8	6.6E-9	2.72E-8	4.320000112E-1
2460951.689421296120	1.82E-8	7.3E-9	2.02E-8	5.280000567E-1
2460951.689456018619	1.71E-8	4.6E-9	2.36E-8	4.160000086E-1
2460951.689490740653	1.71E-8	7.2E-9	2.22E-8	5.199999809E-1
2460951.689560185187	1.82E-8	6.2E-9	2.32E-8	4.000000358E-1
2460951.689594907220	1.75E-8	7.6E-9	2.17E-8	6.400000453E-1
2460951.689710648265	1.69E-8	8.0E-9	1.94E-8	4.399999976E-1
2460951.689733796287	1.61E-8	7.6E-9	2.7E-8	9.040000439E-1
2460951.689768518321	1.54E-8	8.2E-9	2.34E-8	6.400000453E-1
2460951.689803240821	1.77E-8	7.8E-9	2.42E-8	4.00000006E-1
2460951.689861111343	1.52E-8	6.2E-9	2.44E-8	4.399999976E-1
2460951.689884259365	1.91E-8	7.2E-9	2.03E-8	4.880000353E-1
2460951.689930555411	1.67E-8	6.4E-9	2.46E-8	4.160000086E-1
2460951.689999999944	1.66E-8	7.5E-9	2.15E-8	1.0320000648E0
2460951.690034722444	1.42E-8	8.2E-9	2.36E-8	4.399999976E-1
2460951.690069444478	1.86E-8	6.4E-9	1.92E-8	6.000000238E-1
2460951.690150463022	1.72E-8	9.0E-9	2.23E-8	4.800000191E-1
2460951.690208333544	1.75E-8	9.2E-9	2.38E-8	7.600000501E-1
2460951.690243055578	1.87E-8	8.4E-9	2.12E-8	4.960000217E-1
2460951.690266203601	1.6E-8	8.0E-9	2.22E-8	5.440000296E-1
2460951.690300926100	1.69E-8	7.4E-9	1.76E-8	5.040000081E-1
2460951.690335648134	1.78E-8	8.6E-9	2.21E-8	1.1360000372E0
2460951.690393518656	1.87E-8	1.24E-8	2.16E-8	4.480000138E-1
2460951.690428240690	1.62E-8	1.13E-8	1.91E-8	4.480000138E-1
2460951.690462963190	1.84E-8	7.8E-9	2.08E-8	4.640000165E-1
2460951.690532407258	1.76E-8	9.6E-9	2.18E-8	4.00000006E-1
2460951.690567129757	1.75E-8	5.2E-9	2.08E-8	4.00000006E-1
2460951.690601851791	2.06E-8	6.0E-9	1.71E-8	5.680000186E-1
2460951.690636574291	1.85E-8	5.8E-9	2.14E-8	4.079999924E-1
2460951.690682870336	1.6E-8	8.0E-9	2.38E-8	4.320000112E-1
2460951.690706018358	1.73E-8	5.2E-9	2.83E-8	7.279999852E-1
2460951.690752314869	1.67E-8	9.8E-9	2.22E-8	5.199999809E-1
2460951.690787036903	1.9E-8	7.4E-9	2.32E-8	4.960000217E-1
2460951.690821759403	1.62E-8	9.2E-9	2.5E-8	5.280000567E-1
2460951.690868055448	1.92E-8	5.9E-9	2.29E-8	8.400000334E-1
2460951.690902777947	2.0E-8	8.4E-9	2.17E-8	4.480000138E-1
2460951.690937499981	1.77E-8	6.2E-9	2.07E-8	6.560000181E-1
2460951.691006944515	1.7E-8	1.0E-8	1.88E-8	4.079999924E-1
2460951.691030092537	1.82E-8	8.4E-9	2.3E-8	4.000000358E-1
2460951.691064815037	1.72E-8	1.02E-8	1.98E-8	8.720000386E-1
2460951.691145833116	1.73E-8	6.8E-9	2.42E-8	4.640000165E-1
2460951.691192129627	1.99E-8	7.4E-9	2.1E-8	4.880000353E-1
2460951.691226851661	1.59E-8	9.2E-9	2.26E-8	4.000000358E-1
2460951.691261574160	1.41E-8	6.4E-9	2.1E-8	4.640000165E-1
2460951.691296296194	2.12E-8	5.7E-9	2.14E-8	5.200000405E-1
2460951.691331018694	1.72E-8	7.0E-9	2.18E-8	1.0800000429E0
2460951.691365740728	1.94E-8	8.2E-9	2.08E-8	4.400000274E-1
2460951.691400462762	1.9E-8	7.4E-9	1.92E-8	4.880000055E-1
2460951.691435185261	1.66E-8	8.2E-9	2.32E-8	4.079999924E-1
2460951.691469907295	1.72E-8	5.1E-9	2.32E-8	4.560000002E-1
2460951.691504629795	1.56E-8	6.8E-9	1.92E-8	5.920000672E-1
2460951.691562499851	1.86E-8	9.0E-9	1.92E-8	5.360000134E-1
2460951.691608796362	1.5E-8	5.4E-9	2.36E-8	4.720000029E-1
2460951.691712962929	1.55E-8	8.3E-9	2.5E-8	1.0880000591E0
2460951.691759259440	1.54E-8	9.9E-9	2.33E-8	5.680000186E-1
2460951.691793981474	1.51E-8	8.4E-9	2.54E-8	4.480000138E-1
2460951.691828703508	1.73E-8	7.2E-9	2.41E-8	7.760000825E-1
2460951.691863426007	1.68E-8	1.07E-8	2.06E-8	4.480000138E-1
2460951.691932870541	1.97E-8	9.8E-9	2.18E-8	4.160000086E-1
2460951.691956018563	1.54E-8	7.4E-9	2.55E-8	4.320000112E-1
2460951.692013889086	1.82E-8	8.1E-9	2.18E-8	5.040000081E-1
2460951.692048611119	1.95E-8	7.2E-9	2.44E-8	4.480000138E-1
2460951.692083333153	1.62E-8	1.17E-8	2.1E-8	6.320000291E-1
2460951.692118055653	1.52E-8	6.6E-9	2.06E-8	6.719999909E-1
2460951.692152777687	1.88E-8	8.2E-9	2.38E-8	5.280000567E-1
2460951.692187500186	1.89E-8	8.6E-9	1.97E-8	5.920000672E-1
2460951.692222222220	1.84E-8	1.26E-8	1.82E-8	4.00000006E-1
2460951.692256944254	1.66E-8	7.6E-9	2.52E-8	4.079999924E-1
2460951.692291666754	1.85E-8	6.9E-9	2.17E-8	7.920000553E-1
2460951.692326388787	2.06E-8	6.9E-9	2.16E-8	4.00000006E-1
2460951.692372685298	1.79E-8	5.6E-9	2.28E-8	4.00000006E-1
2460951.692418981344	1.81E-8	6.3E-9	2.18E-8	5.760000348E-1
2460951.692453703843	1.86E-8	7.4E-9	2.06E-8	4.00000006E-1
2460951.692511573900	1.57E-8	5.8E-9	2.43E-8	4.880000353E-1
2460951.692546296399	1.91E-8	7.0E-9	2.02E-8	6.160000563E-1
2460951.692604166456	2.0E-8	8.3E-9	2.0E-8	1.0320000648E0
2460951.692673610989	1.92E-8	9.4E-9	2.32E-8	4.480000138E-1
2460951.692708333489	1.82E-8	1.05E-8	2.02E-8	6.480000019E-1
2460951.692754629534	1.71E-8	8.6E-9	1.94E-8	4.079999924E-1
2460951.692789352033	1.43E-8	8.2E-9	2.26E-8	4.560000002E-1
2460951.692824074067	1.66E-8	1.04E-8	2.08E-8	4.160000086E-1
2460951.692905092612	1.9E-8	6.2E-9	2.58E-8	5.120000243E-1
2460951.692939814646	1.62E-8	8.8E-9	2.28E-8	5.360000134E-1
2460951.692986111157	1.47E-8	5.0E-9	2.18E-8	4.00000006E-1
2460951.693020833191	1.9E-8	6.4E-9	2.14E-8	6.719999909E-1
2460951.693055555690	1.96E-8	6.4E-9	2.36E-8	6.080000401E-1
2460951.693090277724	1.75E-8	8.6E-9	2.6E-8	4.5600003E-1
2460951.693148148246	1.43E-8	6.3E-9	2.26E-8	4.079999924E-1
2460951.693182870280	1.36E-8	6.8E-9	2.02E-8	4.160000086E-1
2460951.693217592780	1.97E-8	6.3E-9	2.12E-8	5.519999862E-1
2460951.693240740802	1.82E-8	1.16E-8	2.24E-8	4.5600003E-1
2460951.693275462836	1.59E-8	6.2E-9	2.61E-8	5.040000081E-1
2460951.693333333358	1.71E-8	6.6E-9	2.17E-8	5.60000062E-1
2460951.693368055392	1.74E-8	6.6E-9	2.12E-8	4.480000138E-1
2460951.693402777892	1.43E-8	1.02E-8	1.84E-8	4.00000006E-1
2460951.693449073937	2.11E-8	6.0E-9	2.0E-8	4.880000055E-1
2460951.693541666493	1.87E-8	5.3E-9	2.04E-8	8.240000606E-1
2460951.693587963004	1.98E-8	7.8E-9	2.06E-8	5.920000672E-1
2460951.693611111026	1.93E-8	6.4E-9	2.0E-8	4.080000222E-1
2460951.693657407537	1.7E-8	7.4E-9	2.2E-8	5.280000567E-1
2460951.693726852071	1.85E-8	8.1E-9	2.39E-8	5.120000243E-1
2460951.693761574104	1.73E-8	1.04E-8	2.16E-8	4.480000138E-1
2460951.693807870150	1.52E-8	5.6E-9	2.16E-8	4.320000112E-1
2460951.693842592649	1.87E-8	6.0E-9	2.04E-8	4.079999924E-1
2460951.693877314683	1.46E-8	6.8E-9	2.34E-8	4.00000006E-1
2460951.693935185205	1.93E-8	9.4E-9	2.44E-8	5.440000296E-1
2460951.693969907239	1.92E-8	8.4E-9	2.58E-8	4.320000112E-1
2460951.694085648283	2.1E-8	5.9E-9	2.08E-8	8.960000277E-1
2460951.694120370317	1.69E-8	7.8E-9	2.05E-8	5.60000062E-1
2460951.694155092817	1.78E-8	1.24E-8	2.14E-8	4.240000248E-1
2460951.694201388862	1.67E-8	7.7E-9	2.33E-8	6.000000238E-1
2460951.694236110896	1.54E-8	7.5E-9	2.26E-8	5.120000243E-1
2460951.694282407407	1.61E-8	8.7E-9	2.3E-8	5.280000567E-1
2460951.694317129441	1.84E-8	7.6E-9	2.38E-8	6.719999909E-1
2460951.694340277929	2.05E-8	5.2E-9	2.24E-8	5.360000134E-1
2460951.694374999963	1.51E-8	5.2E-9	2.5E-8	4.23999995E-1
2460951.694409721997	1.98E-8	6.2E-9	2.5E-8	6.640000343E-1
2460951.694444444496	2.08E-8	8.0E-9	2.46E-8	4.560000002E-1
2460951.694479166530	1.74E-8	8.0E-9	2.02E-8	4.160000086E-1
2460951.694548611064	1.88E-8	5.6E-9	2.26E-8	4.000000358E-1
2460951.694594907574	1.82E-8	6.8E-9	2.18E-8	5.4399997E-1
2460951.694629629608	1.7E-8	7.8E-9	2.62E-8	4.5600003E-1
2460951.694664351642	1.65E-8	6.2E-9	2.03E-8	5.440000296E-1
2460951.694710648153	1.59E-8	9.7E-9	2.2E-8	7.600000501E-1
2460951.694745370187	1.73E-8	7.4E-9	2.27E-8	6.240000725E-1
2460951.694791666698	1.49E-8	6.9E-9	2.51E-8	5.040000081E-1
2460951.694826388732	1.86E-8	7.6E-9	2.06E-8	4.800000191E-1
2460951.694861111231	2.06E-8	6.7E-9	1.84E-8	4.640000165E-1
2460951.694930555765	1.84E-8	7.6E-9	2.38E-8	6.800000072E-1
2460951.694965277798	1.84E-8	8.4E-9	2.2E-8	7.360000014E-1
2460951.694988425821	1.83E-8	6.2E-9	2.18E-8	8.400000334E-1
2460951.695034722332	1.7E-8	7.4E-9	2.22E-8	5.760000348E-1
2460951.695115740877	1.91E-8	5.0E-9	2.22E-8	4.080000222E-1
2460951.695150462911	1.78E-8	6.4E-9	2.28E-8	4.880000055E-1
2460951.695185185410	1.88E-8	1.07E-8	2.46E-8	4.160000086E-1
2460951.695219907444	1.73E-8	6.8E-9	2.08E-8	7.36000061E-1
2460951.695254629478	1.97E-8	9.8E-9	2.08E-8	4.00000006E-1
2460951.695300925989	1.82E-8	8.1E-9	2.26E-8	1.2080000639E0
2460951.695335648023	1.66E-8	7.6E-9	2.26E-8	5.920000672E-1
2460951.695370370522	1.63E-8	1.0E-8	2.04E-8	6.880000234E-1
2460951.695451389067	1.7E-8	6.2E-9	2.56E-8	4.320000112E-1
2460951.695486111101	1.76E-8	7.2E-9	2.24E-8	4.240000248E-1
2460951.695520833135	1.62E-8	7.0E-9	2.02E-8	4.480000138E-1
2460951.695555555634	1.6E-8	9.6E-9	2.2E-8	4.160000086E-1
2460951.695590277668	1.95E-8	6.7E-9	2.3E-8	4.079999924E-1
2460951.695625000168	1.78E-8	5.8E-9	1.83E-8	4.880000055E-1
2460951.695671296213	1.84E-8	1.0E-8	2.39E-8	5.440000296E-1
2460951.695706018712	1.8E-8	8.0E-9	2.58E-8	4.880000055E-1
2460951.695740740746	1.63E-8	6.2E-9	2.12E-8	4.00000006E-1
2460951.695775462780	1.9E-8	6.2E-9	1.62E-8	4.880000055E-1
2460951.695810185280	1.74E-8	6.6E-9	2.4E-8	5.440000296E-1
2460951.695844907314	1.72E-8	7.1E-9	2.22E-8	4.800000191E-1
2460951.695868055336	1.69E-8	6.4E-9	2.58E-8	6.400000453E-1
2460951.695902777836	1.84E-8	7.5E-9	2.4E-8	6.719999909E-1
2460951.695983796380	1.8E-8	8.1E-9	2.46E-8	5.519999862E-1
2460951.696030092426	1.56E-8	7.6E-9	1.86E-8	4.399999976E-1
2460951.696087962948	1.75E-8	7.6E-9	2.02E-8	4.960000217E-1
2460951.696122684982	1.86E-8	5.4E-9	2.13E-8	4.800000191E-1
2460951.696157407481	1.85E-8	8.7E-9	2.54E-8	5.920000076E-1
2460951.696203703526	2.0E-8	1.04E-8	2.02E-8	4.160000086E-1
2460951.696238426026	1.64E-8	8.6E-9	1.97E-8	4.320000112E-1
2460951.696273148060	1.58E-8	6.2E-9	2.18E-8	4.23999995E-1
2460951.696307870559	1.54E-8	7.0E-9	2.49E-8	6.960000396E-1
2460951.696342592593	1.62E-8	5.6E-9	2.12E-8	5.519999862E-1
2460951.696377314627	1.65E-8	7.1E-9	2.3E-8	4.720000327E-1
2460951.696412037127	1.85E-8	8.0E-9	1.88E-8	4.880000055E-1
2460951.696469907183	1.85E-8	5.8E-9	2.12E-8	6.400000453E-1
2460951.696504629683	1.81E-8	5.3E-9	2.24E-8	1.2160000801E0
2460951.696539351717	1.48E-8	8.6E-9	2.0E-8	4.079999924E-1
2460951.696574074216	1.72E-8	8.0E-9	2.32E-8	4.320000112E-1
2460951.696608796250	1.92E-8	7.0E-9	2.26E-8	8.080000281E-1
2460951.696643518284	1.82E-8	7.2E-9	2.06E-8	4.960000217E-1
2460951.696678240784	1.92E-8	8.1E-9	2.64E-8	4.000000358E-1
2460951.696747685317	1.69E-8	7.8E-9	2.02E-8	4.00000006E-1
2460951.696782407351	1.82E-8	8.0E-9	2.02E-8	5.84000051E-1
2460951.696817129850	1.72E-8	7.8E-9	2.22E-8	4.000000358E-1
2460951.696840277873	1.91E-8	6.7E-9	2.04E-8	1.4400000572E0
2460951.696874999907	1.98E-8	6.6E-9	2.28E-8	4.720000029E-1
2460951.696909722406	1.68E-8	5.2E-9	2.16E-8	4.00000006E-1
2460951.696944444440	1.78E-8	6.7E-9	1.97E-8	5.680000186E-1
2460951.696979166474	1.98E-8	8.2E-9	2.38E-8	7.040000558E-1
2460951.697025462985	1.63E-8	9.6E-9	2.24E-8	6.079999804E-1
2460951.697048611008	1.61E-8	6.8E-9	2.17E-8	5.120000243E-1
2460951.697083333507	2.0E-8	6.6E-9	1.96E-8	4.880000353E-1
2460951.697118055541	1.44E-8	6.8E-9	2.46E-8	5.60000062E-1
2460951.697152777575	1.58E-8	8.2E-9	1.98E-8	4.399999976E-1
2460951.697210648097	1.98E-8	7.4E-9	2.04E-8	6.400000453E-1
2460951.697256944608	1.59E-8	7.9E-9	2.42E-8	4.399999976E-1
2460951.697291666642	1.74E-8	7.4E-9	1.9E-8	4.079999924E-1
2460951.697361111175	1.8E-8	6.4E-9	2.46E-8	4.160000086E-1
2460951.697407407220	1.85E-8	7.2E-9	2.44E-8	4.160000086E-1
2460951.697476851754	1.32E-8	8.1E-9	2.01E-8	4.399999976E-1
2460951.697511574253	1.52E-8	6.8E-9	2.32E-8	4.399999976E-1
2460951.697534722276	1.59E-8	7.1E-9	2.28E-8	7.039999962E-1
2460951.697569444310	1.67E-8	7.4E-9	2.18E-8	4.240000248E-1
2460951.697604166809	1.98E-8	6.8E-9	2.31E-8	1.2720000744E0
2460951.697650462855	1.69E-8	6.6E-9	1.98E-8	4.079999924E-1
2460951.697685185354	1.58E-8	1.07E-8	1.96E-8	5.040000081E-1
2460951.697754629422	1.9E-8	7.8E-9	1.98E-8	4.23999995E-1
2460951.697800925933	1.98E-8	8.8E-9	2.11E-8	5.120000243E-1
2460951.697835647967	2.04E-8	8.1E-9	2.22E-8	6.480000615E-1
2460951.697870370466	1.96E-8	7.8E-9	2.14E-8	4.480000138E-1
2460951.697905092500	1.76E-8	6.2E-9	1.88E-8	4.23999995E-1
2460951.697939815000	1.68E-8	1.04E-8	1.9E-8	4.079999924E-1
2460951.697974537034	1.95E-8	8.4E-9	2.08E-8	6.880000234E-1
2460951.698009259067	1.51E-8	1.02E-8	2.06E-8	4.480000138E-1
2460951.698078703601	1.58E-8	9.7E-9	2.46E-8	4.000000358E-1
2460951.698148148134	1.97E-8	6.3E-9	2.45E-8	7.599999905E-1
2460951.698182870168	1.75E-8	6.5E-9	2.35E-8	6.320000291E-1
2460951.698240740690	1.57E-8	6.2E-9	2.12E-8	4.480000138E-1
2460951.698275463190	1.9E-8	6.8E-9	2.26E-8	5.4399997E-1
2460951.698321759235	1.55E-8	7.9E-9	2.26E-8	4.320000112E-1
2460951.698344907258	1.8E-8	7.3E-9	2.08E-8	5.200000405E-1
2460951.698379629757	1.72E-8	9.0E-9	2.31E-8	6.560000181E-1
2460951.698414351791	1.68E-8	1.03E-8	2.26E-8	5.760000348E-1
2460951.698449074291	1.9E-8	1.0E-8	2.23E-8	4.880000353E-1
2460951.698518518358	1.96E-8	6.9E-9	2.08E-8	6.159999967E-1
2460951.698564814869	1.91E-8	8.4E-9	1.8E-8	5.680000186E-1
2460951.698634259403	1.44E-8	8.9E-9	2.38E-8	4.560000002E-1
2460951.698668981437	1.72E-8	9.2E-9	1.89E-8	5.040000081E-1
2460951.698703703471	1.94E-8	7.2E-9	2.24E-8	5.4399997E-1
2460951.698738425970	1.72E-8	7.1E-9	2.45E-8	1.1760001183E0
2460951.698761573993	1.81E-8	5.8E-9	2.24E-8	1.0480000973E0
2460951.698807870504	1.9E-8	7.2E-9	2.0E-8	5.760000348E-1
2460951.698831018526	1.61E-8	1.04E-8	2.25E-8	5.120000243E-1
2460951.698865740560	1.71E-8	4.7E-9	2.1E-8	5.84000051E-1
2460951.698900463060	1.57E-8	7.0E-9	2.58E-8	5.520000458E-1
2460951.698946759105	1.81E-8	7.1E-9	2.44E-8	6.080000401E-1
2460951.698981481604	1.74E-8	9.3E-9	2.22E-8	1.5120000839E0
2460951.699004629627	1.48E-8	1.18E-8	2.11E-8	5.519999862E-1
2460951.699039351661	1.65E-8	8.1E-9	2.22E-8	4.640000165E-1
2460951.699074074160	1.67E-8	5.7E-9	1.9E-8	4.880000353E-1
2460951.699108796194	1.68E-8	1.2E-8	1.94E-8	4.080000222E-1
2460951.699155092705	1.74E-8	7.0E-9	1.9E-8	4.23999995E-1
2460951.699178240728	1.8E-8	7.7E-9	2.64E-8	4.720000029E-1
2460951.699212962762	1.62E-8	9.4E-9	2.5E-8	4.079999924E-1
2460951.699247685261	1.69E-8	6.4E-9	2.22E-8	4.23999995E-1
2460951.699282407295	1.61E-8	8.4E-9	2.42E-8	5.120000243E-1
2460951.699317129795	1.54E-8	8.1E-9	2.56E-8	4.399999976E-1
2460951.699363425840	1.66E-8	5.0E-9	2.31E-8	4.079999924E-1
2460951.699432870373	1.73E-8	6.0E-9	1.7E-8	4.00000006E-1
2460951.699467592407	1.96E-8	7.4E-9	2.12E-8	4.880000055E-1
2460951.699537036940	2.1E-8	9.2E-9	2.06E-8	4.00000006E-1
2460951.699571759440	1.72E-8	1.04E-8	2.24E-8	4.399999976E-1
2460951.699618055485	1.8E-8	7.6E-9	2.18E-8	4.800000191E-1
2460951.699652777985	1.96E-8	8.4E-9	2.46E-8	6.080000401E-1
2460951.699687500019	1.79E-8	7.6E-9	1.93E-8	6.560000181E-1
2460951.699722222053	1.55E-8	6.0E-9	2.51E-8	1.256000042E0
2460951.699756944552	1.59E-8	7.8E-9	2.48E-8	4.720000029E-1
2460951.699780092575	1.73E-8	6.8E-9	2.44E-8	4.23999995E-1
2460951.699826389086	1.52E-8	5.4E-9	2.32E-8	4.320000112E-1
2460951.699849537108	1.89E-8	9.8E-9	1.84E-8	6.880000234E-1
2460951.699884259142	2.01E-8	6.8E-9	2.31E-8	4.23999995E-1
2460951.699942129664	1.63E-8	8.0E-9	2.3E-8	6.320000291E-1
2460951.700000000186	1.9E-8	6.1E-9	2.04E-8	9.120000601E-1
2460951.700034722220	1.75E-8	8.3E-9	2.18E-8	5.360000134E-1
2460951.700069444254	1.66E-8	9.6E-9	2.47E-8	4.320000112E-1
2460951.700115740765	2.02E-8	6.8E-9	2.24E-8	4.5600003E-1
2460951.700150462799	1.87E-8	5.6E-9	1.74E-8	4.000000358E-1
2460951.700185185298	1.76E-8	6.4E-9	2.08E-8	4.160000086E-1
2460951.700219907332	1.91E-8	6.4E-9	2.09E-8	6.320000291E-1
2460951.700254629832	1.67E-8	9.0E-9	2.18E-8	4.640000165E-1
2460951.700289351866	1.69E-8	6.4E-9	2.32E-8	4.720000327E-1
2460951.700324073900	1.8E-8	7.9E-9	2.45E-8	9.520000815E-1
2460951.700393518433	1.73E-8	6.6E-9	2.3E-8	4.720000327E-1
2460951.700428240933	1.7E-8	6.8E-9	2.06E-8	4.720000029E-1
2460951.700474536978	1.98E-8	6.0E-9	2.38E-8	5.60000062E-1
2460951.700509259477	1.86E-8	1.1E-8	1.98E-8	4.480000138E-1
2460951.700543981511	1.67E-8	8.9E-9	2.16E-8	6.000000238E-1
2460951.700601852033	1.97E-8	9.4E-9	2.34E-8	6.720000505E-1
2460951.700636574067	1.78E-8	1.02E-8	2.34E-8	4.720000327E-1
2460951.700706018601	1.52E-8	7.5E-9	1.96E-8	4.800000191E-1
2460951.700729166623	1.98E-8	6.2E-9	2.16E-8	5.120000243E-1
2460951.700775463134	1.93E-8	4.9E-9	2.4E-8	8.160000443E-1
2460951.700821759179	1.52E-8	9.1E-9	2.33E-8	4.880000055E-1
2460951.700856481679	1.75E-8	6.3E-9	2.21E-8	4.160000086E-1
2460951.700891203713	1.86E-8	9.4E-9	2.5E-8	4.240000248E-1
2460951.700960648246	2.05E-8	6.6E-9	2.1E-8	7.360000014E-1
2460951.700995370280	1.53E-8	9.2E-9	1.84E-8	4.23999995E-1
2460951.701018518303	1.74E-8	6.0E-9	2.32E-8	5.120000243E-1
2460951.701053240802	1.95E-8	6.2E-9	2.51E-8	4.23999995E-1
2460951.701087962836	1.64E-8	8.6E-9	2.12E-8	5.440000296E-1
2460951.701122685336	1.66E-8	8.2E-9	2.16E-8	4.320000112E-1
2460951.701157407369	1.81E-8	7.3E-9	2.08E-8	7.200000286E-1
2460951.701203703880	1.76E-8	6.6E-9	2.22E-8	7.279999852E-1
2460951.701238425914	1.82E-8	7.7E-9	2.35E-8	7.040000558E-1
2460951.701261573937	1.83E-8	7.4E-9	2.06E-8	4.080000222E-1
2460951.701331018470	1.85E-8	7.2E-9	2.22E-8	5.280000567E-1
2460951.701365740970	1.95E-8	9.2E-9	2.08E-8	4.399999976E-1
2460951.701400463004	1.98E-8	9.7E-9	2.02E-8	4.320000112E-1
2460951.701446759049	1.7E-8	9.5E-9	2.22E-8	5.200000405E-1
2460951.701481481548	1.76E-8	6.0E-9	2.08E-8	4.480000138E-1
2460951.701527777594	1.74E-8	7.8E-9	2.24E-8	5.040000081E-1
2460951.701574074104	1.66E-8	5.5E-9	2.64E-8	5.680000186E-1
2460951.701597222127	1.98E-8	7.0E-9	2.26E-8	4.160000086E-1
2460951.701643518638	1.6E-8	7.6E-9	2.34E-8	4.160000086E-1
2460951.701678240672	2.05E-8	7.9E-9	2.54E-8	6.9599998E-1
2460951.701724537183	1.86E-8	8.8E-9	2.12E-8	4.720000029E-1
2460951.701759259216	1.89E-8	7.5E-9	2.2E-8	6.720000505E-1
2460951.701793981716	1.73E-8	7.5E-9	2.3E-8	8.240000606E-1
2460951.701828703750	1.83E-8	1.12E-8	2.17E-8	4.560000002E-1
2460951.701863425784	1.87E-8	6.8E-9	2.17E-8	1.4000000954E0
2460951.701898148283	1.61E-8	1.01E-8	1.8E-8	4.00000006E-1
2460951.701944444329	1.96E-8	8.2E-9	1.84E-8	4.00000006E-1
2460951.701990740839	1.7E-8	7.6E-9	2.52E-8	5.759999752E-1
2460951.702025462873	1.79E-8	6.6E-9	2.45E-8	5.280000567E-1
2460951.702060185373	1.77E-8	5.8E-9	2.44E-8	7.12000072E-1
2460951.702106481418	1.51E-8	8.4E-9	2.28E-8	7.680000663E-1
2460951.702141203918	1.76E-8	9.1E-9	1.94E-8	4.160000086E-1
2460951.702175925951	1.87E-8	6.4E-9	2.1E-8	5.680000186E-1
2460951.702210647985	1.97E-8	6.8E-9	2.4E-8	4.320000112E-1
2460951.702245370485	1.57E-8	7.6E-9	2.4E-8	7.840000391E-1
2460951.702280092519	1.9E-8	5.0E-9	2.02E-8	4.079999924E-1
2460951.702314815018	1.66E-8	8.0E-9	2.32E-8	4.00000006E-1
2460951.702337963041	1.89E-8	9.4E-9	2.32E-8	4.160000086E-1
2460951.702407407574	1.63E-8	1.08E-8	2.24E-8	1.3600001335E0
2460951.702442129608	1.62E-8	9.2E-9	2.11E-8	5.360000134E-1
2460951.702476851642	1.76E-8	1.04E-8	1.72E-8	4.160000086E-1
2460951.702511574142	1.93E-8	9.6E-9	1.9E-8	4.160000086E-1
2460951.702546296176	1.84E-8	7.5E-9	2.54E-8	8.480000496E-1
2460951.702581018675	1.89E-8	6.7E-9	2.44E-8	5.680000186E-1
2460951.702615740709	1.88E-8	7.4E-9	1.72E-8	5.760000348E-1
2460951.702650462743	1.83E-8	8.2E-9	2.2E-8	6.399999857E-1
2460951.702685185242	2.06E-8	9.7E-9	2.26E-8	6.800000668E-1
2460951.702719907276	1.9E-8	8.8E-9	2.18E-8	4.5600003E-1
2460951.702766203787	1.46E-8	9.4E-9	1.96E-8	4.320000112E-1
2460951.702800925821	2.02E-8	8.2E-9	2.18E-8	4.399999976E-1
2460951.702835648321	1.45E-8	7.6E-9	2.36E-8	6.480000615E-1
2460951.702870370355	1.61E-8	8.7E-9	2.04E-8	4.320000112E-1
2460951.702974536922	1.38E-8	6.6E-9	2.28E-8	4.320000112E-1
