Acquisition Time [days]	Negative Width ["s"]	Fall Time ["s"]	Rise Time ["s"]	Peak-to-Peak ["V"]	Acquisition Time [days]	Negative Width ["s"]	Fall Time ["s"]	Rise Time ["s"]	Peak-to-Peak ["V"]
2460957.705717592500	2.03E-8	9.0E-9	2.27E-8	1.8399999142E0	2460957.705717592500	1.77E-8	7.9E-9	1.96E-8	1.7199999094E0
2460957.705763889011	2.08E-8	6.8E-9	2.52E-8	2.4800000191E0	2460957.705763889011	1.83E-8	5.9E-9	1.87E-8	2.4599997997E0
2460957.705821759067	1.7E-8	7.5E-9	1.31E-8	2.0199999809E0	2460957.705821759067	1.7E-8	9.8E-9	2.0E-8	1.3599998951E0
2460957.705868055578	1.75E-8	7.4E-9	2.58E-8	1.3199999332E0	2460957.705868055578	1.43E-8	8.4E-9	1.28E-8	1.560000062E0
2460957.705914351624	1.65E-8	8.9E-9	2.13E-8	1.8399999142E0	2460957.705914351624	1.75E-8	9.7E-9	2.24E-8	1.5799999237E0
2460957.705972222146	1.98E-8	1.44E-8	1.82E-8	1.4799998999E0	2460957.705972222146	1.59E-8	7.5E-9	1.27E-8	3.0999999046E0
2460957.706018518656	1.83E-8	1.13E-8	1.2E-8	1.6599999666E0	2460957.706018518656	1.43E-8	9.7E-9	1.15E-8	2.0999999046E0
2460957.706064814702	1.74E-8	8.9E-9	2.27E-8	2.6399998665E0	2460957.706064814702	1.75E-8	7.2E-9	2.2E-8	2.9799997807E0
2460957.706111111213	1.75E-8	6.7E-9	2.22E-8	1.7399998903E0	2460957.706111111213	1.71E-8	9.5E-9	1.77E-8	3.0399999619E0
2460957.706168981269	1.68E-8	1.02E-8	2.49E-8	1.6599999666E0	2460957.706168981269	1.38E-8	8.8E-9	2.01E-8	1.439999938E0
2460957.706412036903	1.86E-8	9.7E-9	1.74E-8	1.7399998903E0	2460957.706412036903	2.02E-8	1.03E-8	1.81E-8	1.6599999666E0
2460957.706655092537	2.01E-8	5.6E-9	2.43E-8	1.3399999142E0	2460957.706655092537	1.81E-8	1.03E-8	2.14E-8	3.759999752E0
2460957.706759259105	1.96E-8	7.6E-9	1.86E-8	3.1399998665E0	2460957.706759259105	1.51E-8	1.04E-8	2.31E-8	2.5799999237E0
2460957.706805555616	1.6E-8	6.4E-9	2.04E-8	2.6999998093E0	2460957.706805555616	1.51E-8	1.1E-8	2.36E-8	1.3599998951E0
2460957.706956018694	1.83E-8	9.6E-9	1.86E-8	3.0E0	2460957.706956018694	1.51E-8	1.08E-8	2.53E-8	1.4799998999E0
2460957.707002314739	2.06E-8	8.5E-9	2.11E-8	1.939999938E0	2460957.707002314739	1.35E-8	9.7E-9	1.76E-8	1.2399998903E0
2460957.707060185261	1.69E-8	8.8E-9	2.62E-8	2.5799999237E0	2460957.707060185261	1.94E-8	5.3E-9	1.63E-8	1.379999876E0
2460957.707152777817	2.01E-8	6.4E-9	2.28E-8	2.2200000286E0	2460957.707152777817	1.68E-8	1.03E-8	2.0E-8	2.1999998093E0
2460957.707199073862	1.66E-8	6.9E-9	1.64E-8	1.5199999809E0	2460957.707199073862	1.38E-8	1.0E-8	2.04E-8	1.6599999666E0
2460957.707303240895	1.92E-8	7.3E-9	1.71E-8	1.1999999285E0	2460957.707303240895	1.46E-8	8.5E-9	2.38E-8	1.379999876E0
2460957.707349536940	1.84E-8	9.7E-9	1.63E-8	1.9799998999E0	2460957.707349536940	1.33E-8	7.6E-9	2.1E-8	1.1799999475E0
2460957.707407407463	1.86E-8	8.0E-9	2.13E-8	2.379999876E0	2460957.707407407463	1.82E-8	7.7E-9	1.67E-8	1.8400000334E0
2460957.707453703508	1.75E-8	6.4E-9	2.24E-8	3.6999998093E0	2460957.707453703508	1.74E-8	7.2E-9	1.82E-8	2.3599998951E0
2460957.707557870541	1.87E-8	7.2E-9	2.36E-8	1.3199999332E0	2460957.707557870541	1.83E-8	7.6E-9	1.82E-8	1.5199998617E0
2460957.707604166586	1.7E-8	6.3E-9	1.71E-8	1.2399998903E0	2460957.707604166586	1.33E-8	9.3E-9	1.83E-8	2.2400000095E0
2460957.707650463097	1.66E-8	6.8E-9	2.91E-8	1.7599998713E0	2460957.707650463097	1.79E-8	7.3E-9	2.16E-8	2.0399999619E0
2460957.707800925709	1.66E-8	1.22E-8	2.07E-8	1.6399999857E0	2460957.707800925709	1.32E-8	1.16E-8	1.98E-8	1.2599998713E0
2460957.707847222220	1.47E-8	5.3E-9	2.56E-8	2.1999998093E0	2460957.707847222220	2.3E-8	1.01E-8	2.26E-8	1.4800000191E0
2460957.707905092742	2.05E-8	7.5E-9	1.74E-8	2.8199999332E0	2460957.707905092742	1.62E-8	1.06E-8	2.22E-8	1.439999938E0
2460957.707951388787	1.92E-8	1.06E-8	2.14E-8	2.1799998283E0	2460957.707951388787	1.41E-8	9.7E-9	1.97E-8	2.1999998093E0
2460957.707997685298	2.23E-8	1.14E-8	1.74E-8	2.7799999714E0	2460957.707997685298	2.04E-8	9.7E-9	2.23E-8	2.2999999523E0
2460957.708101851866	1.62E-8	6.5E-9	1.87E-8	2.6599998474E0	2460957.708101851866	1.93E-8	6.7E-9	1.67E-8	1.3999998569E0
2460957.708148148376	1.44E-8	7.1E-9	3.25E-8	2.0999999046E0	2460957.708148148376	1.86E-8	8.2E-9	2.08E-8	1.6799999475E0
2460957.708194444422	1.68E-8	8.9E-9	2.47E-8	1.4599999189E0	2460957.708194444422	1.45E-8	6.7E-9	2.63E-8	1.4600000381E0
2460957.708344907500	1.8E-8	8.9E-9	2.13E-8	2.0999999046E0	2460957.708344907500	1.33E-8	1.15E-8	2.16E-8	2.1999998093E0
2460957.708391203545	1.61E-8	1.44E-8	2.15E-8	2.7399997711E0	2460957.708391203545	1.65E-8	8.6E-9	1.89E-8	1.5399999619E0
2460957.708449074067	1.56E-8	1.12E-8	2.66E-8	1.879999876E0	2460957.708449074067	1.62E-8	1.0E-8	1.71E-8	1.7399998903E0
2460957.708495370578	1.74E-8	6.4E-9	3.08E-8	1.7199999094E0	2460957.708495370578	1.35E-8	1.06E-8	1.87E-8	1.6399998665E0
2460957.708541666623	1.47E-8	1.16E-8	2.16E-8	2.1599998474E0	2460957.708541666623	1.64E-8	9.0E-9	1.99E-8	3.5599999428E0
2460957.708599537145	1.65E-8	1.03E-8	2.63E-8	1.9799998999E0	2460957.708599537145	1.95E-8	8.0E-9	1.74E-8	1.6199998856E0
2460957.708692129701	1.67E-8	8.5E-9	2.66E-8	1.5399999619E0	2460957.708692129701	1.79E-8	8.9E-9	1.76E-8	1.3000000715E0
2460957.708842592780	1.77E-8	7.1E-9	2.21E-8	1.5399999619E0	2460957.708842592780	1.8E-8	7.8E-9	2.13E-8	1.6799999475E0
2460957.708888888825	1.85E-8	6.9E-9	2.28E-8	1.6599999666E0	2460957.708888888825	1.62E-8	7.3E-9	2.11E-8	1.5800000429E0
2460957.709039351903	1.63E-8	9.1E-9	2.26E-8	2.3999998569E0	2460957.709039351903	1.58E-8	7.3E-9	2.16E-8	2.2199997902E0
2460957.709236111026	1.69E-8	6.9E-9	2.18E-8	2.1199998856E0	2460957.709236111026	1.82E-8	8.2E-9	1.68E-8	1.3199999332E0
2460957.709386574104	2.1E-8	1.11E-8	2.14E-8	2.2199997902E0	2460957.709386574104	1.31E-8	8.2E-9	2.15E-8	1.5399999619E0
2460957.709432870150	1.69E-8	1.09E-8	1.97E-8	1.6999999285E0	2460957.709432870150	1.32E-8	8.5E-9	2.29E-8	1.4199999571E0
2460957.709537037183	1.81E-8	8.5E-9	2.31E-8	3.0E0	2460957.709537037183	1.19E-8	1.03E-8	1.95E-8	2.0599999428E0
2460957.709583333228	1.77E-8	6.4E-9	2.44E-8	1.5399999619E0	2460957.709583333228	1.65E-8	1.03E-8	2.63E-8	1.6000000238E0
2460957.709780092817	1.96E-8	1.57E-8	2.13E-8	1.1399999857E0	2460957.709780092817	1.46E-8	9.7E-9	1.5E-8	1.8199999332E0
2460957.709884259384	2.09E-8	8.9E-9	2.33E-8	2.4599997997E0	2460957.709884259384	1.89E-8	6.9E-9	1.76E-8	2.2599999905E0
2460957.710219907574	1.9E-8	8.9E-9	2.46E-8	1.5799999237E0	2460957.710219907574	1.79E-8	1.11E-8	2.51E-8	1.3999998569E0
2460957.710277777631	1.9E-8	5.9E-9	2.4E-8	2.5399999619E0	2460957.710277777631	1.86E-8	9.5E-9	2.24E-8	3.879999876E0
2460957.710428240709	1.58E-8	7.8E-9	2.52E-8	2.2400000095E0	2460957.710428240709	1.68E-8	7.1E-9	1.79E-8	1.4799998999E0
2460957.710613425821	2.25E-8	5.8E-9	1.6E-8	1.8399999142E0	2460957.710613425821	1.63E-8	5.8E-9	2.54E-8	2.0399999619E0
2460957.710671296343	1.7E-8	9.4E-9	2.81E-8	1.5599999428E0	2460957.710671296343	1.62E-8	8.5E-9	1.91E-8	1.3999998569E0
2460957.710717592388	2.14E-8	7.5E-9	2.27E-8	1.7999999523E0	2460957.710717592388	1.79E-8	1.21E-8	2.01E-8	1.6799999475E0
2460957.710810185410	1.71E-8	8.9E-9	2.16E-8	1.8599998951E0	2460957.710810185410	1.58E-8	1.2E-8	2.06E-8	1.6200000048E0
2460957.710868055467	2.27E-8	7.5E-9	2.6E-8	2.0999999046E0	2460957.710868055467	1.74E-8	8.1E-9	2.26E-8	1.3399999142E0
2460957.711006944533	1.83E-8	6.1E-9	1.81E-8	1.5199999809E0	2460957.711006944533	1.27E-8	1.22E-8	1.75E-8	1.5199999809E0
2460957.711064814590	1.91E-8	6.0E-9	2.29E-8	4.0199999809E0	2460957.711064814590	1.4E-8	1.26E-8	1.64E-8	1.6799999475E0
2460957.711157407612	1.79E-8	8.9E-9	2.29E-8	3.0199999809E0	2460957.711157407612	1.25E-8	6.8E-9	2.49E-8	1.8399999142E0
2460957.711261574179	1.87E-8	6.1E-9	2.52E-8	1.5399999619E0	2460957.711261574179	1.88E-8	4.4E-9	1.3E-8	1.3399999142E0
2460957.711400462780	1.61E-8	9.0E-9	2.36E-8	1.4799998999E0	2460957.711400462780	1.95E-8	1.13E-8	1.8E-8	1.5799999237E0
2460957.711458333302	1.98E-8	6.3E-9	2.08E-8	3.0199999809E0	2460957.711458333302	1.56E-8	7.0E-9	1.25E-8	1.3399999142E0
2460957.711701388936	1.84E-8	1.19E-8	2.04E-8	2.1399998665E0	2460957.711701388936	2.03E-8	6.9E-9	2.55E-8	1.7799999714E0
2460957.711747684982	1.89E-8	8.8E-9	2.07E-8	2.2200000286E0	2460957.711747684982	1.34E-8	8.6E-9	1.27E-8	2.1199998856E0
2460957.711793981493	2.13E-8	1.02E-8	2.63E-8	1.9599999189E0	2460957.711793981493	1.6E-8	8.9E-9	1.56E-8	1.1199998856E0
2460957.711944444571	1.83E-8	1.03E-8	1.65E-8	2.2999999523E0	2460957.711944444571	1.77E-8	6.6E-9	2.91E-8	1.7199999094E0
2460957.711990740616	1.47E-8	8.0E-9	2.18E-8	2.0999999046E0	2460957.711990740616	1.58E-8	1.02E-8	2.21E-8	1.0999999046E0
2460957.712094907183	1.72E-8	1.12E-8	2.26E-8	2.3999998569E0	2460957.712094907183	1.35E-8	1.05E-8	2.16E-8	2.7199997902E0
2460957.712141203694	1.69E-8	1.42E-8	1.82E-8	1.7599998713E0	2460957.712141203694	1.64E-8	1.04E-8	1.99E-8	1.5599999428E0
2460957.712245370261	1.68E-8	1.0E-8	2.57E-8	1.879999876E0	2460957.712245370261	1.74E-8	5.6E-9	2.03E-8	1.5199998617E0
2460957.712291666772	1.68E-8	1.03E-8	1.65E-8	1.939999938E0	2460957.712291666772	2.01E-8	9.4E-9	1.68E-8	1.939999938E0
2460957.712442129850	1.84E-8	9.6E-9	2.08E-8	3.5999999046E0	2460957.712442129850	1.69E-8	5.9E-9	2.28E-8	2.4799997807E0
2460957.712488425896	2.07E-8	6.8E-9	1.95E-8	2.9199998379E0	2460957.712488425896	1.96E-8	7.4E-9	2.05E-8	2.879999876E0
2460957.712638888974	2.01E-8	4.4E-9	2.81E-8	1.5999999046E0	2460957.712638888974	1.45E-8	1.0E-8	2.05E-8	1.7999999523E0
2460957.712835648097	2.01E-8	9.6E-9	2.06E-8	3.6599998474E0	2460957.712835648097	1.9E-8	6.0E-9	1.82E-8	2.7799999714E0
2460957.712881944608	2.12E-8	9.1E-9	2.3E-8	1.2799999714E0	2460957.712881944608	1.9E-8	6.5E-9	2.3E-8	1.9199999571E0
2460957.712939814664	1.56E-8	6.6E-9	2.05E-8	1.6799999475E0	2460957.712939814664	1.72E-8	9.6E-9	2.2E-8	1.2599998713E0
2460957.713090277743	1.97E-8	5.3E-9	1.93E-8	1.2199999094E0	2460957.713090277743	1.38E-8	8.0E-9	2.27E-8	1.879999876E0
2460957.713136574253	1.84E-8	8.7E-9	2.15E-8	1.9599999189E0	2460957.713136574253	1.42E-8	9.1E-9	2.57E-8	1.7999999523E0
2460957.713182870299	1.46E-8	9.4E-9	2.1E-8	1.9199999571E0	2460957.713182870299	1.76E-8	1.1E-8	2.7E-8	2.1799998283E0
2460957.713333333377	1.69E-8	1.02E-8	2.06E-8	3.2599999905E0	2460957.713333333377	1.26E-8	8.6E-9	2.15E-8	1.6199998856E0
2460957.713379629422	1.88E-8	1.15E-8	1.94E-8	2.879999876E0	2460957.713379629422	1.41E-8	9.1E-9	1.67E-8	1.379999876E0
2460957.713437499944	1.86E-8	4.3E-9	1.71E-8	2.3399999142E0	2460957.713437499944	1.34E-8	8.0E-9	1.71E-8	1.879999876E0
2460957.713483796455	1.74E-8	6.8E-9	2.07E-8	1.8199999332E0	2460957.713483796455	1.94E-8	5.9E-9	1.86E-8	1.4199999571E0
2460957.713576389011	1.71E-8	7.9E-9	2.2E-8	2.7799999714E0	2460957.713576389011	1.38E-8	9.7E-9	2.31E-8	1.3600000143E0
2460957.713680555578	1.5E-8	1.29E-8	1.95E-8	1.5199999809E0	2460957.713680555578	1.46E-8	9.1E-9	2.27E-8	1.7599999905E0
2460957.713726851624	1.7E-8	7.6E-9	2.61E-8	1.6999999285E0	2460957.713726851624	1.83E-8	4.0E-9	1.58E-8	1.4799998999E0
2460957.713877314702	1.4E-8	1.08E-8	2.21E-8	3.5599999428E0	2460957.713877314702	1.3E-8	9.4E-9	2.32E-8	1.7399998903E0
2460957.713935185224	2.12E-8	8.5E-9	2.73E-8	2.0599999428E0	2460957.713935185224	2.4E-9	1.17E-8	1.86E-8	1.7799998522E0
2460957.714027777780	1.88E-8	5.7E-9	2.18E-8	2.5399999619E0	2460957.714027777780	1.67E-8	1.32E-8	2.08E-8	1.7599998713E0
2460957.714085648302	2.05E-8	9.7E-9	2.57E-8	3.0799999237E0	2460957.714085648302	1.58E-8	1.17E-8	1.71E-8	3.5199999809E0
2460957.714178240858	1.93E-8	7.9E-9	2.51E-8	2.0199999809E0	2460957.714178240858	1.21E-8	9.6E-9	1.79E-8	1.7199999094E0
2460957.714224536903	1.74E-8	8.5E-9	1.8E-8	1.8999999762E0	2460957.714224536903	1.53E-8	4.1E-9	1.9E-8	1.0799999237E0
2460957.714282407425	1.65E-8	5.8E-9	2.68E-8	2.5799999237E0	2460957.714282407425	1.84E-8	8.4E-9	1.96E-8	2.1999998093E0
2460957.714328703471	1.83E-8	1.14E-8	1.65E-8	2.3199999332E0	2460957.714328703471	1.85E-8	1.06E-8	2.36E-8	2.9399998188E0
2460957.714374999981	1.57E-8	5.3E-9	1.75E-8	2.5999999046E0	2460957.714374999981	2.0E-8	1.23E-8	1.73E-8	1.5800000429E0
2460957.714571759105	1.74E-8	8.9E-9	3.06E-8	1.7799999714E0	2460957.714571759105	1.68E-8	7.1E-9	1.72E-8	1.8399999142E0
2460957.714872685261	1.75E-8	1.08E-8	2.6E-8	1.9199999571E0	2460957.714872685261	1.42E-8	7.1E-9	1.65E-8	1.5E0
2460957.714918981306	1.59E-8	1.28E-8	2.17E-8	1.1799999475E0	2460957.714918981306	1.56E-8	6.5E-9	2.71E-8	2.5E0
2460957.714965277817	1.63E-8	1.23E-8	2.25E-8	1.439999938E0	2460957.714965277817	1.36E-8	9.4E-9	3.01E-8	2.0999999046E0
2460957.715011573862	1.91E-8	1.07E-8	2.1E-8	1.379999876E0	2460957.715011573862	1.61E-8	7.7E-9	1.99E-8	1.1999999285E0
2460957.715115740895	1.89E-8	9.7E-9	1.71E-8	1.879999876E0	2460957.715115740895	1.73E-8	6.8E-9	2.23E-8	1.2599998713E0
2460957.716365740635	1.84E-8	8.1E-9	1.66E-8	3.4799997807E0	2460957.716365740635	1.83E-8	1.17E-8	2.75E-8	3.2399997711E0
2460957.716851851903	1.99E-8	1.01E-8	1.35E-8	4.4400000572E0	2460957.716851851903	2.25E-8	1.05E-8	1.37E-8	4.3199996948E0
2460957.716944444459	1.79E-8	1.31E-8	2.11E-8	3.2399997711E0	2460957.716944444459	1.86E-8	7.1E-9	2.26E-8	2.6799998283E0
2460957.717199074104	1.68E-8	1.05E-8	2.66E-8	2.5199997425E0	2460957.717199074104	2.01E-8	8.3E-9	2.74E-8	2.1599998474E0
2460957.717303240672	1.99E-8	7.5E-9	2.03E-8	2.759999752E0	2460957.717303240672	1.85E-8	7.8E-9	2.48E-8	2.9999997616E0
2460957.717939815018	1.93E-8	1.09E-8	2.46E-8	3.7999999523E0	2460957.717939815018	1.53E-8	1.09E-8	1.46E-8	3.3599998951E0
2460957.718379629776	1.74E-8	1.12E-8	2.11E-8	2.7199997902E0	2460957.718379629776	1.73E-8	6.3E-9	2.87E-8	2.2399997711E0
2460957.718634259421	2.38E-8	6.2E-9	2.26E-8	2.5199997425E0	2460957.718634259421	2.51E-8	1.17E-8	1.28E-8	4.3599996567E0
2460957.718726851977	1.79E-8	6.6E-9	2.43E-8	3.0799999237E0	2460957.718726851977	1.52E-8	8.4E-9	1.21E-8	2.5199999809E0
2460957.719409722369	1.62E-8	5.4E-9	2.33E-8	2.7999997139E0	2460957.719409722369	1.33E-8	8.5E-9	2.27E-8	2.3199999332E0
2460957.719456018414	1.66E-8	8.2E-9	1.31E-8	2.3999998569E0	2460957.719456018414	1.87E-8	8.8E-9	1.7E-8	3.5999999046E0
2460957.719606481493	1.49E-8	8.3E-9	2.16E-8	2.7999997139E0	2460957.719606481493	1.86E-8	6.3E-9	2.01E-8	2.2399997711E0
2460957.720138888806	4.82E-8	1.13E-8	5.6E-9	4.720000267E0	2460957.720138888806	5.09E-8	1.24E-8	5.2E-9	4.5999999046E0
2460957.720196759328	1.92E-8	9.1E-9	2.58E-8	3.4399998188E0	2460957.720196759328	1.77E-8	6.6E-9	2.53E-8	3.6799998283E0
2460957.720393518452	2.96E-8	1.05E-8	1.03E-8	4.3999996185E0	2460957.720393518452	1.64E-8	1.01E-8	2.94E-8	3.0399999619E0
2460957.720682870597	1.97E-8	9.6E-9	2.26E-8	3.5599997044E0	2460957.720682870597	1.79E-8	8.6E-9	2.52E-8	2.879999876E0
2460957.720879629720	3.36E-8	1.13E-8	1.21E-8	4.720000267E0	2460957.720879629720	2.15E-8	1.08E-8	1.17E-8	4.2399997711E0
2460957.721076388843	1.94E-8	1.19E-8	1.81E-8	2.3199999332E0	2460957.721076388843	1.38E-8	9.9E-9	1.95E-8	2.3599998951E0
2460957.721284722444	1.81E-8	6.0E-9	2.08E-8	2.3999998569E0	2460957.721284722444	1.61E-8	9.2E-9	2.06E-8	2.3999998569E0
2460957.721620370168	1.85E-8	1.15E-8	2.07E-8	2.6799998283E0	2460957.721620370168	1.21E-8	1.19E-8	1.65E-8	2.0799999237E0
2460957.722013888881	2.57E-8	1.13E-8	1.17E-8	4.5599999428E0	2460957.722013888881	1.75E-8	8.6E-9	1.91E-8	3.9599997997E0
2460957.722662037238	1.69E-8	8.1E-9	1.99E-8	2.1199998856E0	2460957.722662037238	1.71E-8	8.1E-9	2.51E-8	2.3199999332E0
2460957.723055555485	2.35E-8	1.08E-8	1.26E-8	4.4800000191E0	2460957.723055555485	1.49E-8	9.5E-9	1.76E-8	3.6799998283E0
2460957.723101851996	1.75E-8	9.6E-9	1.73E-8	2.4799997807E0	2460957.723101851996	2.01E-8	7.3E-9	1.4E-8	2.0E0
2460957.723449074198	1.41E-8	5.8E-9	1.48E-8	2.3599998951E0	2460957.723449074198	1.24E-8	9.4E-9	2.33E-8	2.1199998856E0
2460957.723553240765	1.77E-8	6.1E-9	2.34E-8	2.3199999332E0	2460957.723553240765	1.5E-8	1.21E-8	2.41E-8	3.1199998856E0
2460957.723599536810	1.84E-8	7.0E-9	2.48E-8	3.1599998474E0	2460957.723599536810	1.74E-8	1.02E-8	1.72E-8	4.1599998474E0
2460957.723749999888	1.52E-8	1.41E-8	1.67E-8	2.4799997807E0	2460957.723749999888	1.47E-8	7.3E-9	2.11E-8	2.3199999332E0
2460957.723796296399	2.22E-8	8.9E-9	2.13E-8	2.4799997807E0	2460957.723796296399	2.03E-8	9.5E-9	1.8E-8	2.9199998379E0
2460957.724351851735	1.87E-8	8.2E-9	2.1E-8	2.879999876E0	2460957.724351851735	2.09E-8	1.25E-8	2.09E-8	2.3599998951E0
2460957.724444444291	1.39E-8	1.04E-8	1.61E-8	2.0799999237E0	2460957.724444444291	1.93E-8	7.3E-9	1.96E-8	2.9999997616E0
2460957.725486110896	2.03E-8	6.0E-9	1.77E-8	1.6999999285E0	2460957.725486110896	1.5E-8	4.5E-9	1.31E-8	1.6599999666E0
2460957.725532407407	2.03E-8	5.3E-9	2.37E-8	1.5199999809E0	2460957.725532407407	1.64E-8	9.8E-9	1.93E-8	1.1599999666E0
2460957.725636573974	1.68E-8	1.45E-8	2.0E-8	1.8199999332E0	2460957.725636573974	1.71E-8	7.6E-9	1.73E-8	1.7599999905E0
2460957.725729166530	1.62E-8	1.14E-8	2.27E-8	1.8399999142E0	2460957.725729166530	1.77E-8	1.02E-8	2.33E-8	1.6799999475E0
2460957.725879629608	1.78E-8	8.8E-9	2.14E-8	1.9799998999E0	2460957.725879629608	1.66E-8	1.28E-8	1.84E-8	2.2400000095E0
2460957.725983796176	2.02E-8	1.18E-8	1.97E-8	1.7999999523E0	2460957.725983796176	1.55E-8	4.4E-9	1.56E-8	1.3999998569E0
2460957.726076388732	1.73E-8	7.5E-9	2.38E-8	1.8399999142E0	2460957.726076388732	1.86E-8	1.15E-8	2.2E-8	1.7799999714E0
2460957.726226851810	1.88E-8	6.5E-9	2.32E-8	1.6199998856E0	2460957.726226851810	1.47E-8	8.6E-9	1.71E-8	1.9799998999E0
2460957.726331018377	1.76E-8	5.5E-9	1.76E-8	1.2999999523E0	2460957.726331018377	1.65E-8	1.06E-8	2.21E-8	1.7999999523E0
2460957.726469907444	1.96E-8	9.1E-9	1.77E-8	1.4199999571E0	2460957.726469907444	1.93E-8	5.6E-9	1.16E-8	1.3999998569E0
2460957.726574074011	1.68E-8	7.6E-9	2.5E-8	1.8199999332E0	2460957.726574074011	1.42E-8	1.16E-8	1.79E-8	1.7799998522E0
2460957.726678240579	1.77E-8	1.01E-8	2.08E-8	1.8199999332E0	2460957.726678240579	1.51E-8	1.28E-8	1.69E-8	1.4999998808E0
2460957.726724537089	1.83E-8	9.5E-9	1.83E-8	3.3399999142E0	2460957.726724537089	1.76E-8	9.2E-9	1.79E-8	3.0999999046E0
2460957.726828703657	1.54E-8	8.3E-9	2.54E-8	2.2400000095E0	2460957.726828703657	1.82E-8	5.3E-9	2.18E-8	1.2199999094E0
2460957.727164351847	1.7E-8	8.6E-9	2.46E-8	2.9199998379E0	2460957.727164351847	1.83E-8	5.6E-9	2.37E-8	2.2400000095E0
2460957.727210648358	1.98E-8	9.9E-9	2.43E-8	1.7599998713E0	2460957.727210648358	1.53E-8	1.04E-8	1.84E-8	1.6399999857E0
2460957.727268518414	1.49E-8	1.01E-8	2.13E-8	2.0199999809E0	2460957.727268518414	1.96E-8	4.1E-9	1.53E-8	2.4799997807E0
2460957.727361110970	1.36E-8	8.2E-9	2.11E-8	1.6999999285E0	2460957.727361110970	1.47E-8	1.07E-8	2.25E-8	1.5799999237E0
2460957.727511574049	1.39E-8	1.2E-8	1.8E-8	1.3799999952E0	2460957.727511574049	1.32E-8	1.02E-8	2.03E-8	1.2599998713E0
2460957.727557870559	2.12E-8	9.0E-9	1.8E-8	2.0399999619E0	2460957.727557870559	1.59E-8	7.9E-9	2.43E-8	1.1399998665E0
2460957.727754629683	1.7E-8	8.6E-9	1.87E-8	1.379999876E0	2460957.727754629683	1.4E-8	7.4E-9	2.26E-8	1.1199998856E0
2460957.727800925728	1.66E-8	6.1E-9	1.56E-8	1.7399998903E0	2460957.727800925728	1.71E-8	7.7E-9	2.29E-8	1.3599998951E0
2460957.727905092761	1.65E-8	1.11E-8	2.39E-8	2.0399999619E0	2460957.727905092761	1.75E-8	6.3E-9	2.2E-8	1.5399999619E0
2460957.728055555373	1.58E-8	7.8E-9	2.51E-8	2.2599999905E0	2460957.728055555373	1.7E-8	7.0E-9	2.05E-8	2.0399999619E0
2460957.728344907518	2.19E-8	6.9E-9	2.19E-8	1.8399999142E0	2460957.728344907518	1.47E-8	9.7E-9	1.5E-8	1.4199999571E0
2460957.728402777575	2.19E-8	8.0E-9	2.21E-8	1.379999876E0	2460957.728402777575	1.68E-8	8.6E-9	1.54E-8	1.3599998951E0
2460957.728495370597	1.57E-8	1.1E-8	1.94E-8	2.6799998283E0	2460957.728495370597	1.94E-8	6.7E-9	1.52E-8	1.8999998569E0
2460957.728553240653	2.17E-8	8.6E-9	2.02E-8	1.5799999237E0	2460957.728553240653	1.64E-8	7.2E-9	2.11E-8	1.6200000048E0
2460957.728599537164	1.93E-8	5.9E-9	2.72E-8	2.1399998665E0	2460957.728599537164	1.69E-8	9.2E-9	1.26E-8	2.2999999523E0
2460957.728842592798	1.82E-8	1.06E-8	2.68E-8	1.379999876E0	2460957.728842592798	1.25E-8	1.2E-8	2.05E-8	2.2400000095E0
2460957.728946759365	1.94E-8	9.2E-9	2.82E-8	2.0399999619E0	2460957.728946759365	1.64E-8	1.05E-8	1.64E-8	1.6999999285E0
2460957.729039351922	1.8E-8	7.0E-9	2.52E-8	1.6599999666E0	2460957.729039351922	1.87E-8	9.0E-9	2.12E-8	2.2799999714E0
2460957.729189815000	2.02E-8	9.0E-9	2.24E-8	2.0199999809E0	2460957.729189815000	1.68E-8	1.2E-8	2.23E-8	1.3199999332E0
2460957.729293981567	1.58E-8	5.3E-9	1.79E-8	1.3399999142E0	2460957.729293981567	1.55E-8	9.8E-9	1.52E-8	1.8599998951E0
2460957.729340277612	1.87E-8	8.1E-9	1.97E-8	1.2799999714E0	2460957.729340277612	1.81E-8	7.2E-9	2.0E-8	1.4199999571E0
2460957.729444444645	1.75E-8	1.12E-8	2.07E-8	1.9199999571E0	2460957.729444444645	1.1E-8	7.8E-9	2.04E-8	1.8599998951E0
2460957.729490740690	1.9E-8	1.14E-8	2.06E-8	3.4799997807E0	2460957.729490740690	1.86E-8	7.1E-9	2.21E-8	2.0999999046E0
2460957.729629629757	2.29E-8	7.2E-9	2.26E-8	1.7799999714E0	2460957.729629629757	1.62E-8	7.2E-9	2.43E-8	1.9199999571E0
2460957.729733796325	2.21E-8	6.6E-9	2.18E-8	1.8599998951E0	2460957.729733796325	1.83E-8	8.5E-9	1.83E-8	1.6999999285E0
2460957.729826388881	2.19E-8	6.9E-9	1.96E-8	1.3999999762E0	2460957.729826388881	1.52E-8	8.5E-9	2.96E-8	1.6800000668E0
2460957.729884259403	1.93E-8	8.6E-9	2.52E-8	2.9799997807E0	2460957.729884259403	1.89E-8	1.19E-8	2.19E-8	1.4800000191E0
2460957.729930555448	1.6E-8	6.6E-9	2.14E-8	1.6799999475E0	2460957.729930555448	1.82E-8	9.8E-9	2.15E-8	2.5799999237E0
